c at_least_1_color
1 2 3 4 5 6 0
7 8 9 10 11 12 0
13 14 15 16 17 18 0
19 20 21 22 23 24 0
25 26 27 28 29 30 0
31 32 33 34 35 36 0
37 38 39 40 41 42 0
43 44 45 46 47 48 0
49 50 51 52 53 54 0
c at_most_1_color
-35 8 -410 0
-35 -9 411 0
-35 9 -411 0
-35 -10 412 0
-35 10 -412 0
-35 -11 413 0
-35 11 -413 0
-35 -12 414 0
-35 12 -414 0
-36 -7 415 0
-36 7 -415 0
-36 -8 416 0
-36 8 -416 0
-36 -9 417 0
-36 9 -417 0
-36 -10 418 0
-36 10 -418 0
-36 -11 419 0
-36 11 -419 0
-36 -12 420 0
-36 12 -420 0
-31 -7 277 0
-31 7 -277 0
-31 -8 278 0
-31 8 -278 0
-31 -9 279 0
-31 9 -279 0
-31 -10 280 0
-31 10 -280 0
-31 -11 281 0
-31 11 -281 0
-31 -12 282 0
-31 12 -282 0
-32 -7 283 0
-32 7 -283 0
-32 -8 284 0
-32 8 -284 0
-32 -9 285 0
-32 9 -285 0
-32 -10 286 0
-32 10 -286 0
-32 -11 287 0
-32 11 -287 0
-32 -12 288 0
-32 12 -288 0
-33 -7 289 0
-33 7 -289 0
-33 -8 290 0
-33 8 -290 0
-33 -9 291 0
-33 9 -291 0
-33 -10 292 0
-33 10 -292 0
-33 -11 293 0
-33 11 -293 0
-33 -12 294 0
-33 12 -294 0
-34 -7 295 0
-34 7 -295 0
-34 -8 296 0
-34 8 -296 0
-34 -9 297 0
-34 9 -297 0
-34 -10 298 0
-34 10 -298 0
-34 -11 299 0
-34 11 -299 0
-34 -12 300 0
-34 12 -300 0
-35 -7 301 0
-35 7 -301 0
-35 -8 302 0
-35 8 -302 0
-35 -9 303 0
-35 9 -303 0
-35 -10 304 0
-35 10 -304 0
-35 -11 305 0
-35 11 -305 0
-35 -12 306 0
-35 12 -306 0
-36 -7 307 0
-36 7 -307 0
-36 -8 308 0
-36 8 -308 0
-36 -9 309 0
-36 9 -309 0
-36 -10 310 0
-36 10 -310 0
-36 -11 311 0
-36 11 -311 0
-36 -12 312 0
-36 12 -312 0
-31 -25 313 0
-31 25 -313 0
-31 -26 314 0
-31 26 -314 0
-31 -27 315 0
-31 27 -315 0
-31 -28 316 0
-31 28 -316 0
-31 -29 317 0
-31 29 -317 0
-31 -30 318 0
-31 30 -318 0
-32 -25 319 0
-32 25 -319 0
-32 -26 320 0
-32 26 -320 0
-32 -27 321 0
-32 27 -321 0
-32 -28 322 0
-32 28 -322 0
-32 -29 323 0
-32 29 -323 0
-32 -30 324 0
-32 30 -324 0
-33 -25 325 0
-33 25 -325 0
-33 -26 326 0
-33 26 -326 0
-33 -27 327 0
-33 27 -327 0
-33 -28 328 0
-33 28 -328 0
-33 -29 329 0
-33 29 -329 0
-33 -30 330 0
-33 30 -330 0
-34 -25 331 0
-34 25 -331 0
-34 -26 332 0
-34 26 -332 0
-34 -27 333 0
-34 27 -333 0
-34 -28 334 0
-34 28 -334 0
-34 -29 335 0
-34 29 -335 0
-34 -30 336 0
-34 30 -336 0
-35 -25 337 0
-35 25 -337 0
-35 -26 338 0
-35 26 -338 0
-35 -27 339 0
-35 27 -339 0
-35 -28 340 0
-35 28 -340 0
-35 -29 341 0
-35 29 -341 0
-35 -30 342 0
-35 30 -342 0
-36 -25 343 0
-36 25 -343 0
-36 -26 344 0
-36 26 -344 0
-36 -27 345 0
-36 27 -345 0
-36 -28 346 0
-36 28 -346 0
-36 -29 347 0
-36 29 -347 0
-36 -30 348 0
-36 30 -348 0
-37 -43 277 0
-37 43 -277 0
-37 -44 278 0
-37 44 -278 0
-37 -45 279 0
-37 45 -279 0
-37 -46 280 0
-37 46 -280 0
-37 -47 281 0
-37 47 -281 0
-37 -48 282 0
-37 48 -282 0
-38 -43 283 0
-38 43 -283 0
-38 -44 284 0
-38 44 -284 0
-38 -45 285 0
-38 45 -285 0
-38 -46 286 0
-38 46 -286 0
-38 -47 287 0
-38 47 -287 0
-38 -48 288 0
-38 48 -288 0
-39 -43 289 0
-39 43 -289 0
-39 -44 290 0
-39 44 -290 0
-39 -45 291 0
-39 45 -291 0
-39 -46 292 0
-39 46 -292 0
-39 -47 293 0
-39 47 -293 0
-39 -48 294 0
-39 48 -294 0
-40 -43 295 0
-40 43 -295 0
-40 -44 296 0
-40 44 -296 0
-40 -45 297 0
-40 45 -297 0
-40 -46 298 0
-40 46 -298 0
-40 -47 299 0
-40 47 -299 0
-40 -48 300 0
-40 48 -300 0
-41 -43 301 0
-41 43 -301 0
-41 -44 302 0
-41 44 -302 0
-41 -45 303 0
-41 45 -303 0
-41 -46 304 0
-41 46 -304 0
-41 -47 305 0
-41 47 -305 0
-41 -48 306 0
-41 48 -306 0
-42 -43 307 0
-42 43 -307 0
-42 -44 308 0
-42 44 -308 0
-42 -45 309 0
-42 45 -309 0
-42 -46 310 0
-42 46 -310 0
-42 -47 311 0
-42 47 -311 0
-42 -48 312 0
-42 48 -312 0
-37 -7 421 0
-37 7 -421 0
-37 -8 422 0
-37 8 -422 0
-37 -9 423 0
-37 9 -423 0
-37 -10 424 0
-37 10 -424 0
-37 -11 425 0
-37 11 -425 0
-37 -12 426 0
-37 12 -426 0
-38 -7 427 0
-38 7 -427 0
-38 -8 428 0
-38 8 -428 0
-38 -9 429 0
-38 9 -429 0
-38 -10 430 0
-38 10 -430 0
-38 -11 431 0
-38 11 -431 0
-38 -12 432 0
-38 12 -432 0
-39 -7 433 0
-39 7 -433 0
-39 -8 434 0
-39 8 -434 0
-39 -9 435 0
-39 9 -435 0
-39 -10 436 0
-39 10 -436 0
-39 -11 437 0
-39 11 -437 0
-39 -12 438 0
-39 12 -438 0
-40 -7 439 0
-40 7 -439 0
-40 -8 440 0
-40 8 -440 0
-40 -9 441 0
-40 9 -441 0
-40 -10 442 0
-40 10 -442 0
-40 -11 443 0
-40 11 -443 0
-40 -12 444 0
-40 12 -444 0
-41 -7 445 0
-41 7 -445 0
-41 -8 446 0
-41 8 -446 0
-41 -9 447 0
-41 9 -447 0
-41 -10 448 0
-41 10 -448 0
-41 -11 449 0
-41 11 -449 0
-41 -12 450 0
-41 12 -450 0
-42 -7 451 0
-42 7 -451 0
-42 -8 452 0
-42 8 -452 0
-42 -9 453 0
-42 9 -453 0
-42 -10 454 0
-42 10 -454 0
-42 -11 455 0
-42 11 -455 0
-42 -12 456 0
-42 12 -456 0
-37 -7 457 0
-37 7 -457 0
-37 -8 458 0
-37 8 -458 0
-37 -9 459 0
-37 9 -459 0
-37 -10 460 0
-37 10 -460 0
-37 -11 461 0
-37 11 -461 0
-37 -12 462 0
-37 12 -462 0
-38 -7 463 0
-38 7 -463 0
-38 -8 464 0
-38 8 -464 0
-38 -9 465 0
-38 9 -465 0
-38 -10 466 0
-38 10 -466 0
-38 -11 467 0
-38 11 -467 0
-38 -12 468 0
-38 12 -468 0
-39 -7 469 0
-39 7 -469 0
-39 -8 470 0
-39 8 -470 0
-39 -9 471 0
-39 9 -471 0
-39 -10 472 0
-39 10 -472 0
-39 -11 473 0
-39 11 -473 0
-39 -12 474 0
-39 12 -474 0
-40 -7 475 0
-40 7 -475 0
-40 -8 476 0
-40 8 -476 0
-40 -9 477 0
-40 9 -477 0
-40 -10 478 0
-40 10 -478 0
-40 -11 479 0
-40 11 -479 0
-40 -12 480 0
-40 12 -480 0
-41 -7 481 0
-41 7 -481 0
-41 -8 482 0
-41 8 -482 0
-41 -9 483 0
-41 9 -483 0
-41 -10 484 0
-41 10 -484 0
-41 -11 485 0
-41 11 -485 0
-41 -12 486 0
-41 12 -486 0
-42 -7 487 0
-42 7 -487 0
-42 -8 488 0
-42 8 -488 0
-42 -9 489 0
-42 9 -489 0
-42 -10 490 0
-42 10 -490 0
-42 -11 491 0
-42 11 -491 0
-42 -12 492 0
-42 12 -492 0
-37 -13 97 0
-37 13 -97 0
-37 -14 98 0
-37 14 -98 0
-37 -15 99 0
-37 15 -99 0
-37 -16 100 0
-37 16 -100 0
-37 -17 101 0
-37 17 -101 0
-37 -18 102 0
-37 18 -102 0
-38 -13 103 0
-38 13 -103 0
-38 -14 104 0
-38 14 -104 0
-38 -15 105 0
-38 15 -105 0
-38 -16 106 0
-38 16 -106 0
-38 -17 107 0
-38 17 -107 0
-38 -18 108 0
-38 18 -108 0
-39 -13 109 0
-39 13 -109 0
-39 -14 110 0
-39 14 -110 0
-39 -15 111 0
-39 15 -111 0
-39 -16 112 0
-39 16 -112 0
-39 -17 113 0
-39 17 -113 0
-39 -18 114 0
-39 18 -114 0
-40 -13 115 0
-40 13 -115 0
-40 -14 116 0
-40 14 -116 0
-40 -15 117 0
-40 15 -117 0
-40 -16 118 0
-40 16 -118 0
-40 -17 119 0
-40 17 -119 0
-40 -18 120 0
-40 18 -120 0
-41 -13 121 0
-41 13 -121 0
-41 -14 122 0
-41 14 -122 0
-41 -15 123 0
-41 15 -123 0
-41 -16 124 0
-41 16 -124 0
-41 -17 125 0
-41 17 -125 0
-41 -18 126 0
-41 18 -126 0
-42 -13 127 0
-42 13 -127 0
-42 -14 128 0
-42 14 -128 0
-42 -15 129 0
-42 15 -129 0
-42 -16 130 0
-42 16 -130 0
-42 -17 131 0
-42 17 -131 0
-42 -18 132 0
-42 18 -132 0
-37 -1 169 0
-37 1 -169 0
-37 -2 170 0
-37 2 -170 0
-37 -3 171 0
-37 3 -171 0
-37 -4 172 0
-37 4 -172 0
-37 -5 173 0
-37 5 -173 0
-37 -6 174 0
-37 6 -174 0
-38 -1 175 0
-38 1 -175 0
-38 -2 176 0
-38 2 -176 0
-38 -3 177 0
-38 3 -177 0
-38 -4 178 0
-38 4 -178 0
-38 -5 179 0
-38 5 -179 0
-38 -6 180 0
-38 6 -180 0
-39 -1 181 0
-39 1 -181 0
-39 -2 182 0
-39 2 -182 0
-39 -3 183 0
-39 3 -183 0
-39 -4 184 0
-39 4 -184 0
-39 -5 185 0
-39 5 -185 0
-39 -6 186 0
-39 6 -186 0
-40 -1 187 0
-40 1 -187 0
-40 -2 188 0
-40 2 -188 0
-40 -3 189 0
-40 3 -189 0
-40 -4 190 0
-40 4 -190 0
-40 -5 191 0
-40 5 -191 0
-40 -6 192 0
-40 6 -192 0
-41 -1 193 0
-41 1 -193 0
-41 -2 194 0
-41 2 -194 0
-41 -3 195 0
-41 3 -195 0
-41 -4 196 0
-41 4 -196 0
-41 -5 197 0
-41 5 -197 0
-41 -6 198 0
-41 6 -198 0
-42 -1 199 0
-42 1 -199 0
-42 -2 200 0
-42 2 -200 0
-42 -3 201 0
-42 3 -201 0
-42 -4 202 0
-42 4 -202 0
-42 -5 203 0
-42 5 -203 0
-42 -6 204 0
-42 6 -204 0
-43 -7 97 0
-43 7 -97 0
-43 -8 98 0
-43 8 -98 0
-43 -9 99 0
-43 9 -99 0
-43 -10 100 0
-43 10 -100 0
-43 -11 101 0
-43 11 -101 0
-43 -12 102 0
-43 12 -102 0
-44 -7 103 0
-44 7 -103 0
-44 -8 104 0
-44 8 -104 0
-44 -9 105 0
-44 9 -105 0
-44 -10 106 0
-44 10 -106 0
-44 -11 107 0
-44 11 -107 0
-44 -12 108 0
-44 12 -108 0
-45 -7 109 0
-45 7 -109 0
-45 -8 110 0
-45 8 -110 0
-45 -9 111 0
-45 9 -111 0
-45 -10 112 0
-45 10 -112 0
-45 -11 113 0
-45 11 -113 0
-45 -12 114 0
-45 12 -114 0
-46 -7 115 0
-46 7 -115 0
-46 -8 116 0
-46 8 -116 0
-46 -9 117 0
-46 9 -117 0
-46 -10 118 0
-46 10 -118 0
-46 -11 119 0
-46 11 -119 0
-46 -12 120 0
-46 12 -120 0
-47 -7 121 0
-47 7 -121 0
-47 -8 122 0
-47 8 -122 0
-47 -9 123 0
-47 9 -123 0
-47 -10 124 0
-47 10 -124 0
-47 -11 125 0
-47 11 -125 0
-47 -12 126 0
-47 12 -126 0
-48 -7 127 0
-48 7 -127 0
-48 -8 128 0
-48 8 -128 0
-48 -9 129 0
-48 9 -129 0
-48 -10 130 0
-48 10 -130 0
-48 -11 131 0
-48 11 -131 0
-48 -12 132 0
-48 12 -132 0
-49 -7 277 0
-49 7 -277 0
-49 -8 278 0
-49 8 -278 0
-49 -9 279 0
-49 9 -279 0
-49 -10 280 0
-49 10 -280 0
-49 -11 281 0
-49 11 -281 0
-49 -12 282 0
-49 12 -282 0
-50 -7 283 0
-50 7 -283 0
-50 -8 284 0
-50 8 -284 0
-50 -9 285 0
-50 9 -285 0
-50 -10 286 0
-50 10 -286 0
-50 -11 287 0
-50 11 -287 0
-50 -12 288 0
-50 12 -288 0
-51 -7 289 0
-51 7 -289 0
-51 -8 290 0
-51 8 -290 0
-51 -9 291 0
-51 9 -291 0
-51 -10 292 0
-51 10 -292 0
-51 -11 293 0
-51 11 -293 0
-51 -12 294 0
-51 12 -294 0
-52 -7 295 0
-52 7 -295 0
-52 -8 296 0
-52 8 -296 0
-52 -9 297 0
-52 9 -297 0
-52 -10 298 0
-52 10 -298 0
-52 -11 299 0
-52 11 -299 0
-52 -12 300 0
-52 12 -300 0
-53 -7 301 0
-53 7 -301 0
-53 -8 302 0
-53 8 -302 0
-53 -9 303 0
-53 9 -303 0
-53 -10 304 0
-53 10 -304 0
-53 -11 305 0
-53 11 -305 0
-53 -12 306 0
-53 12 -306 0
-54 -7 307 0
-54 7 -307 0
-54 -8 308 0
-54 8 -308 0
-54 -9 309 0
-54 9 -309 0
-54 -10 310 0
-54 10 -310 0
-54 -11 311 0
-54 11 -311 0
-54 -12 312 0
-54 12 -312 0
-49 -7 457 0
-49 7 -457 0
-49 -8 458 0
-49 8 -458 0
-49 -9 459 0
-49 9 -459 0
-49 -10 460 0
-49 10 -460 0
-49 -11 461 0
-49 11 -461 0
-49 -12 462 0
-49 12 -462 0
-50 -7 463 0
-50 7 -463 0
-50 -8 464 0
-50 8 -464 0
-50 -9 465 0
-50 9 -465 0
-50 -10 466 0
-50 10 -466 0
-50 -11 467 0
-50 11 -467 0
-50 -12 468 0
-50 12 -468 0
-51 -7 469 0
-51 7 -469 0
-51 -8 470 0
-51 8 -470 0
-51 -9 471 0
-51 9 -471 0
-51 -10 472 0
-51 10 -472 0
-51 -11 473 0
-51 11 -473 0
-51 -12 474 0
-51 12 -474 0
-52 -7 475 0
-52 7 -475 0
-52 -8 476 0
-52 8 -476 0
-52 -9 477 0
-52 9 -477 0
-52 -10 478 0
-52 10 -478 0
-52 -11 479 0
-52 11 -479 0
-52 -12 480 0
-52 12 -480 0
-53 -7 481 0
-53 7 -481 0
-53 -8 482 0
-53 8 -482 0
-53 -9 483 0
-53 9 -483 0
-53 -10 484 0
-53 10 -484 0
-53 -11 485 0
-53 11 -485 0
-53 -12 486 0
-53 12 -486 0
-54 -7 487 0
-54 7 -487 0
-54 -8 488 0
-54 8 -488 0
-54 -9 489 0
-54 9 -489 0
-54 -10 490 0
-54 10 -490 0
-54 -11 491 0
-54 11 -491 0
-54 -12 492 0
-54 12 -492 0
-49 -7 385 0
-49 7 -385 0
-49 -8 386 0
-49 8 -386 0
-49 -9 387 0
-49 9 -387 0
-49 -10 388 0
-49 10 -388 0
-49 -11 389 0
-49 11 -389 0
-49 -12 390 0
-49 12 -390 0
-50 -7 391 0
-50 7 -391 0
-50 -8 392 0
-50 8 -392 0
-50 -9 393 0
-50 9 -393 0
-50 -10 394 0
-50 10 -394 0
-50 -11 395 0
-50 11 -395 0
-50 -12 396 0
-50 12 -396 0
-51 -7 397 0
-51 7 -397 0
-51 -8 398 0
-51 8 -398 0
-51 -9 399 0
-51 9 -399 0
-51 -10 400 0
-51 10 -400 0
-51 -11 401 0
-51 11 -401 0
-51 -12 402 0
-51 12 -402 0
-52 -7 403 0
-52 7 -403 0
-52 -8 404 0
-52 8 -404 0
-52 -9 405 0
-52 9 -405 0
-52 -10 406 0
-52 10 -406 0
-52 -11 407 0
-52 11 -407 0
-52 -12 408 0
-52 12 -408 0
-53 -7 409 0
-53 7 -409 0
-53 -8 410 0
-53 8 -410 0
-53 -9 411 0
-53 9 -411 0
-53 -10 412 0
-53 10 -412 0
-53 -11 413 0
-53 11 -413 0
-53 -12 414 0
-53 12 -414 0
-54 -7 415 0
-54 7 -415 0
-54 -8 416 0
-54 8 -416 0
-54 -9 417 0
-54 9 -417 0
-54 -10 418 0
-54 10 -418 0
-54 -11 419 0
-54 11 -419 0
-54 -12 420 0
-54 12 -420 0
-49 -31 421 0
-49 31 -421 0
-49 -32 422 0
-49 32 -422 0
-49 -33 423 0
-49 33 -423 0
-49 -34 424 0
-49 34 -424 0
-49 -35 425 0
-49 35 -425 0
-49 -36 426 0
-49 36 -426 0
-50 -31 427 0
-50 31 -427 0
-50 -32 428 0
-50 32 -428 0
-50 -33 429 0
-50 33 -429 0
-50 -34 430 0
-50 34 -430 0
-50 -35 431 0
-50 35 -431 0
-50 -36 432 0
-50 36 -432 0
-51 -31 433 0
-51 31 -433 0
-51 -32 434 0
-51 32 -434 0
-51 -33 435 0
-51 33 -435 0
-51 -34 436 0
-51 34 -436 0
-51 -35 437 0
-51 35 -437 0
-51 -36 438 0
-51 36 -438 0
-52 -31 439 0
-52 31 -439 0
-52 -32 440 0
-52 32 -440 0
-52 -33 441 0
-52 33 -441 0
-52 -34 442 0
-52 34 -442 0
-52 -35 443 0
-52 35 -443 0
-52 -36 444 0
-52 36 -444 0
-53 -31 445 0
-53 31 -445 0
-53 -32 446 0
-53 32 -446 0
-53 -33 447 0
-53 33 -447 0
-53 -34 448 0
-53 34 -448 0
-53 -35 449 0
-53 35 -449 0
-53 -36 450 0
-53 36 -450 0
-54 -31 451 0
-54 31 -451 0
-54 -32 452 0
-54 32 -452 0
-54 -33 453 0
-54 33 -453 0
-54 -34 454 0
-54 34 -454 0
-54 -35 455 0
-54 35 -455 0
-54 -36 456 0
-54 36 -456 0
-49 -13 97 0
-49 13 -97 0
-49 -14 98 0
-49 14 -98 0
-49 -15 99 0
-49 15 -99 0
-49 -16 100 0
-49 16 -100 0
-49 -17 101 0
-49 17 -101 0
-49 -18 102 0
-49 18 -102 0
-50 -13 103 0
-50 13 -103 0
-50 -14 104 0
-50 14 -104 0
-50 -15 105 0
-50 15 -105 0
-50 -16 106 0
-50 16 -106 0
-50 -17 107 0
-50 17 -107 0
-50 -18 108 0
-50 18 -108 0
-51 -13 109 0
-51 13 -109 0
-51 -14 110 0
-51 14 -110 0
-51 -15 111 0
-51 15 -111 0
-51 -16 112 0
-51 16 -112 0
-51 -17 113 0
-51 17 -113 0
-51 -18 114 0
-51 18 -114 0
-52 -13 115 0
-52 13 -115 0
-52 -14 116 0
-52 14 -116 0
-52 -15 117 0
-52 15 -117 0
-52 -16 118 0
-52 16 -118 0
-52 -17 119 0
-52 17 -119 0
-52 -18 120 0
-52 18 -120 0
-53 -13 121 0
-53 13 -121 0
-53 -14 122 0
-53 14 -122 0
-53 -15 123 0
-53 15 -123 0
-53 -16 124 0
-53 16 -124 0
-53 -17 125 0
-53 17 -125 0
-53 -18 126 0
-53 18 -126 0
-54 -13 127 0
-54 13 -127 0
-54 -14 128 0
-54 14 -128 0
-54 -15 129 0
-54 15 -129 0
-54 -16 130 0
-54 16 -130 0
-54 -17 131 0
-54 17 -131 0
-54 -18 132 0
-54 18 -132 0
-49 -25 313 0
-49 25 -313 0
-49 -26 314 0
-49 26 -314 0
-49 -27 315 0
-49 27 -315 0
-49 -28 316 0
-49 28 -316 0
-49 -29 317 0
-49 29 -317 0
-49 -30 318 0
-49 30 -318 0
-50 -25 319 0
-50 25 -319 0
-50 -26 320 0
-50 26 -320 0
-50 -27 321 0
-50 27 -321 0
-50 -28 322 0
-50 28 -322 0
-50 -29 323 0
-50 29 -323 0
-50 -30 324 0
-50 30 -324 0
-51 -25 325 0
-51 25 -325 0
-51 -26 326 0
-51 26 -326 0
-51 -27 327 0
-51 27 -327 0
-51 -28 328 0
-51 28 -328 0
-51 -29 329 0
-51 29 -329 0
-51 -30 330 0
-51 30 -330 0
-52 -25 331 0
-52 25 -331 0
-52 -26 332 0
-52 26 -332 0
-52 -27 333 0
-52 27 -333 0
-52 -28 334 0
-52 28 -334 0
-52 -29 335 0
-52 29 -335 0
-52 -30 336 0
-52 30 -336 0
-53 -25 337 0
-53 25 -337 0
-53 -26 338 0
-53 26 -338 0
-53 -27 339 0
-53 27 -339 0
-53 -28 340 0
-53 28 -340 0
-53 -29 341 0
-53 29 -341 0
-53 -30 342 0
-53 30 -342 0
-54 -25 343 0
-54 25 -343 0
-54 -26 344 0
-54 26 -344 0
-54 -27 345 0
-54 27 -345 0
-54 -28 346 0
-54 28 -346 0
-54 -29 347 0
-54 29 -347 0
-54 -30 348 0
-54 30 -348 0
c traget_1_accepted_state_per_input
-61 -55 98 0
-61 -55 134 0
-61 -55 -62 0
-61 -55 -63 0
-61 -55 -64 0
-61 -55 -65 0
-61 -55 -66 0
-97 -55 62 0
-97 -55 134 0
-97 -55 -98 0
-97 -55 -99 0
-97 -55 -100 0
-97 -55 -101 0
-97 -55 -102 0
-133 -55 62 0
-133 -55 98 0
-133 -55 -134 0
-133 -55 -135 0
-133 -55 -136 0
-133 -55 -137 0
-133 -55 -138 0
-62 -56 98 0
-62 -56 134 0
-62 -56 -61 0
-62 -56 -63 0
-62 -56 -64 0
-62 -56 -65 0
-62 -56 -66 0
-98 -56 62 0
-98 -56 134 0
-98 -56 -97 0
-98 -56 -99 0
-98 -56 -100 0
-98 -56 -101 0
-98 -56 -102 0
-134 -56 62 0
-134 -56 98 0
-134 -56 -133 0
-134 -56 -135 0
-134 -56 -136 0
-134 -56 -137 0
-134 -56 -138 0
-63 -57 98 0
-63 -57 134 0
-63 -57 -61 0
-63 -57 -62 0
-63 -57 -64 0
-63 -57 -65 0
-63 -57 -66 0
-99 -57 62 0
-99 -57 134 0
-99 -57 -97 0
-99 -57 -98 0
-99 -57 -100 0
-99 -57 -101 0
-99 -57 -102 0
-135 -57 62 0
-135 -57 98 0
-135 -57 -133 0
-135 -57 -134 0
-135 -57 -136 0
-135 -57 -137 0
-135 -57 -138 0
-64 -58 98 0
-64 -58 134 0
-64 -58 -61 0
-64 -58 -62 0
-64 -58 -63 0
-64 -58 -65 0
-64 -58 -66 0
-100 -58 62 0
-100 -58 134 0
-100 -58 -97 0
-100 -58 -98 0
-100 -58 -99 0
-100 -58 -101 0
-100 -58 -102 0
-136 -58 62 0
-136 -58 98 0
-136 -58 -133 0
-136 -58 -134 0
-136 -58 -135 0
-136 -58 -137 0
-136 -58 -138 0
-65 -59 98 0
-65 -59 134 0
-65 -59 -61 0
-65 -59 -62 0
-65 -59 -63 0
-65 -59 -64 0
-65 -59 -66 0
-101 -59 62 0
-101 -59 134 0
-101 -59 -97 0
-101 -59 -98 0
-101 -59 -99 0
-101 -59 -100 0
-101 -59 -102 0
-137 -59 62 0
-137 -59 98 0
-137 -59 -133 0
-137 -59 -134 0
-137 -59 -135 0
-137 -59 -136 0
-137 -59 -138 0
-66 -60 98 0
-66 -60 134 0
-66 -60 -61 0
-66 -60 -62 0
-66 -60 -63 0
-66 -60 -64 0
-66 -60 -65 0
-102 -60 62 0
-102 -60 134 0
-102 -60 -97 0
-102 -60 -98 0
-102 -60 -99 0
-102 -60 -100 0
-102 -60 -101 0
-138 -60 62 0
-138 -60 98 0
-138 -60 -133 0
-138 -60 -134 0
-138 -60 -135 0
-138 -60 -136 0
-138 -60 -137 0
-169 -55 206 0
-169 -55 242 0
-169 -55 -170 0
-169 -55 -171 0
-169 -55 -172 0
-169 -55 -173 0
-169 -55 -174 0
-205 -55 170 0
-205 -55 242 0
-205 -55 -206 0
-205 -55 -207 0
-205 -55 -208 0
-205 -55 -209 0
-205 -55 -210 0
-241 -55 170 0
-241 -55 206 0
-241 -55 -242 0
-241 -55 -243 0
-241 -55 -244 0
-241 -55 -245 0
-241 -55 -246 0
-170 -56 206 0
-170 -56 242 0
-170 -56 -169 0
-170 -56 -171 0
-170 -56 -172 0
-170 -56 -173 0
-170 -56 -174 0
-206 -56 170 0
-206 -56 242 0
-206 -56 -205 0
-206 -56 -207 0
-206 -56 -208 0
-206 -56 -209 0
-206 -56 -210 0
-242 -56 170 0
-242 -56 206 0
-242 -56 -241 0
-242 -56 -243 0
-242 -56 -244 0
-242 -56 -245 0
-242 -56 -246 0
-171 -57 206 0
-171 -57 242 0
-171 -57 -169 0
-171 -57 -170 0
-171 -57 -172 0
-171 -57 -173 0
-171 -57 -174 0
-207 -57 170 0
-207 -57 242 0
-207 -57 -205 0
-207 -57 -206 0
-207 -57 -208 0
-207 -57 -209 0
-207 -57 -210 0
-243 -57 170 0
-243 -57 206 0
-243 -57 -241 0
-243 -57 -242 0
-243 -57 -244 0
-243 -57 -245 0
-243 -57 -246 0
-172 -58 206 0
-172 -58 242 0
-172 -58 -169 0
-172 -58 -170 0
-172 -58 -171 0
-172 -58 -173 0
-172 -58 -174 0
-208 -58 170 0
-208 -58 242 0
-208 -58 -205 0
-208 -58 -206 0
-208 -58 -207 0
-208 -58 -209 0
-208 -58 -210 0
-244 -58 170 0
-244 -58 206 0
-244 -58 -241 0
-244 -58 -242 0
-244 -58 -243 0
-244 -58 -245 0
-244 -58 -246 0
-173 -59 206 0
-173 -59 242 0
-173 -59 -169 0
-173 -59 -170 0
-173 -59 -171 0
-173 -59 -172 0
-173 -59 -174 0
-209 -59 170 0
-209 -59 242 0
-209 -59 -205 0
-209 -59 -206 0
-209 -59 -207 0
-209 -59 -208 0
-209 -59 -210 0
-245 -59 170 0
-245 -59 206 0
-245 -59 -241 0
-245 -59 -242 0
-245 -59 -243 0
-245 -59 -244 0
-245 -59 -246 0
-174 -60 206 0
-174 -60 242 0
-174 -60 -169 0
-174 -60 -170 0
-174 -60 -171 0
-174 -60 -172 0
-174 -60 -173 0
-210 -60 170 0
-210 -60 242 0
-210 -60 -205 0
-210 -60 -206 0
-210 -60 -207 0
-210 -60 -208 0
-210 -60 -209 0
-246 -60 170 0
-246 -60 206 0
-246 -60 -241 0
-246 -60 -242 0
-246 -60 -243 0
-246 -60 -244 0
-246 -60 -245 0
-277 -55 314 0
-277 -55 350 0
-277 -55 -278 0
-277 -55 -279 0
-277 -55 -280 0
-277 -55 -281 0
-277 -55 -282 0
-313 -55 278 0
-313 -55 350 0
-313 -55 -314 0
-313 -55 -315 0
-313 -55 -316 0
-313 -55 -317 0
-313 -55 -318 0
-349 -55 278 0
-349 -55 314 0
-349 -55 -350 0
-349 -55 -351 0
-349 -55 -352 0
-349 -55 -353 0
-349 -55 -354 0
-278 -56 314 0
-278 -56 350 0
-278 -56 -277 0
-278 -56 -279 0
-278 -56 -280 0
-278 -56 -281 0
-278 -56 -282 0
-314 -56 278 0
-314 -56 350 0
-314 -56 -313 0
-314 -56 -315 0
-314 -56 -316 0
-314 -56 -317 0
-314 -56 -318 0
-350 -56 278 0
-350 -56 314 0
-350 -56 -349 0
-350 -56 -351 0
-350 -56 -352 0
-350 -56 -353 0
-350 -56 -354 0
-279 -57 314 0
-279 -57 350 0
-279 -57 -277 0
-279 -57 -278 0
-279 -57 -280 0
-279 -57 -281 0
-279 -57 -282 0
-315 -57 278 0
-315 -57 350 0
-315 -57 -313 0
-315 -57 -314 0
-315 -57 -316 0
-315 -57 -317 0
-315 -57 -318 0
-351 -57 278 0
-351 -57 314 0
-351 -57 -349 0
-351 -57 -350 0
-351 -57 -352 0
-351 -57 -353 0
-351 -57 -354 0
-280 -58 314 0
-280 -58 350 0
-280 -58 -277 0
-280 -58 -278 0
-280 -58 -279 0
-280 -58 -281 0
-280 -58 -282 0
-316 -58 278 0
-316 -58 350 0
-316 -58 -313 0
-316 -58 -314 0
-316 -58 -315 0
-316 -58 -317 0
-316 -58 -318 0
-352 -58 278 0
-352 -58 314 0
